feature_name,index,feature_value,shap_effect,shap_effect_sd,intercept,sample,lo,med,hi,mae
AGE,29,0.0,-6.869425094656166,5.313796467249129,57.14113686254082,1,-7.5129322284851545,-1.745073221533179,4.546490842727459,5.1212975839952914
AGE,23,0.058613295210864925,-6.143400563035703,5.488201218661082,57.14113686254082,1,-7.891330146891583,-2.025499458947861,5.053425576986459,5.1212975839952914
AGE,6,0.07827019299499635,-5.754136962967517,5.500105692855115,57.14113686254082,1,-6.842705499152157,-1.6624512883407485,3.7530930329731467,5.1212975839952914
AGE,27,0.10400285918513225,-5.503221445212779,5.761496050251651,57.14113686254082,1,-5.859421093571043,-1.3814768687942847,3.1507699023135447,5.1212975839952914
AGE,30,0.10507505360972115,-5.141767215812661,5.397604027427204,57.14113686254082,1,-5.583353536859359,-1.3731859996849032,3.0754117069329734,5.1212975839952914
AGE,4,0.10864903502501784,-5.649557118250274,5.995225788110359,57.14113686254082,1,-6.031748114108081,-1.47491774846094,3.549162474318567,5.1212975839952914
AGE,20,0.1336669049320943,-4.599695891960427,5.344085030081092,57.14113686254082,1,-5.052113931163175,-1.273844249824705,2.685443581304309,5.1212975839952914
AGE,19,0.14796283059328094,-4.457653084425151,5.4471060936234625,57.14113686254082,1,-6.032130361205477,-1.4840426671786764,3.2312387311939927,5.1212975839952914
AGE,21,0.16261615439599716,-4.73965727309102,6.159139247720697,57.14113686254082,1,-5.423040732442851,-1.1621689298643378,2.9769105149368285,5.1212975839952914
AGE,8,0.2005003573981415,-3.440869615476655,5.3776986578229256,57.14113686254082,1,-3.350265138978072,-0.6360461514378728,2.0530539269732113,5.1212975839952914
AGE,3,0.2276626161543959,-2.7588081083187648,5.000088351774487,57.14113686254082,1,-3.1784253449727413,-0.8458690864970072,1.412112441927109,5.1212975839952914
AGE,13,0.22837741243745535,-2.9238837952380283,5.364368666897927,57.14113686254082,1,-4.203104718405662,-1.0765410384941263,2.0491786747328185,5.1212975839952914
AGE,10,0.25982844889206574,-2.6944123856640414,5.915354349817975,57.14113686254082,1,-3.1184342198891803,-0.6010621150131168,1.4259198991154185,5.1212975839952914
AGE,24,0.2698355968548964,-2.541305295151988,6.15209863614646,57.14113686254082,1,-3.2164193415317457,-0.716222398329347,1.3154103080096056,5.1212975839952914
AGE,26,0.2898498927805575,-1.888881970037476,5.355324814691687,57.14113686254082,1,-2.3302149117256663,-0.478206522716262,0.9921563644063519,5.1212975839952914
AGE,1,0.2916368834882059,-1.8684034550614361,5.287762133589945,57.14113686254082,1,-2.092888382175705,-0.4545340984348772,1.0420015913183536,5.1212975839952914
AGE,15,0.35275196568977835,-0.8783774031548436,5.704988770521221,57.14113686254082,1,-1.605993098893256,-0.24968182827571858,0.72142657372175,5.1212975839952914
AGE,17,0.4689063616869193,1.1853178510964575,5.277520861520108,57.14113686254082,1,-1.332589819211507,0.22822504715698605,1.6924248897796155,5.1212975839952914
AGE,2,0.5289492494639029,2.0527447718176424,4.916337561383405,57.14113686254082,1,-1.7747436335383622,0.5111094799253805,2.5253877276839503,5.1212975839952914
AGE,5,0.5932809149392423,3.566879648642638,5.511890691368201,57.14113686254082,1,-3.0037076399004334,1.1325705588429011,4.825591146248989,5.1212975839952914
AGE,25,0.6104360257326663,3.6872345832988542,5.407206120909476,57.14113686254082,1,-2.837311552986809,1.0490771318053196,4.508543911101584,5.1212975839952914
AGE,28,0.695854181558256,5.430239410512423,5.5838321917172244,57.14113686254082,1,-3.959615752680392,1.6820198941902091,6.307200714790405,5.1212975839952914
AGE,14,0.7483917083631165,6.192188418784875,5.4840158649264525,57.14113686254082,1,-3.3890689931734643,1.5756277720211789,6.589451319493194,5.1212975839952914
AGE,18,0.8280914939242315,7.446661868835862,5.399668558606555,57.14113686254082,1,-3.749681649069146,1.991551490411899,8.177889580410032,5.1212975839952914
AGE,22,0.8909935668334523,8.614287905343549,5.39759941284893,57.14113686254082,1,-5.869531370248717,3.071427271385404,11.485516750249623,5.1212975839952914
AGE,16,0.8963545389563975,9.133859268641999,5.60104256187607,57.14113686254082,1,-4.717339449961796,2.738066053666655,10.642296931623662,5.1212975839952914
AGE,12,0.9110078627591136,8.994750879469947,5.454186121972291,57.14113686254082,1,-6.369376508863401,3.2498975174825184,13.018257272846215,5.1212975839952914
AGE,11,0.931736954967834,9.195108736011138,5.245558293781092,57.14113686254082,1,-4.848157213395427,2.8171725285236313,11.048866112022854,5.1212975839952914
AGE,9,0.9356683345246604,10.43661612606583,6.001985162779547,57.14113686254082,1,-4.862936027879662,2.5293507846901315,11.710398519096357,5.1212975839952914
AGE,7,1.0,9.849581373822618,5.06116082636626,57.14113686254082,1,-4.801194604131747,2.9913961150328063,11.845411720301726,5.1212975839952914
ALB,19,0.0,6.595715191080059,4.5631756844329,57.14113686254082,1,4.110025840449672,16.15294944587847,29.90735957726738,2.998432297083778
ALB,23,0.08176100628930809,6.017636645400285,5.15257121025355,57.14113686254082,1,3.835498544785207,12.913939608573617,23.67912372527124,2.998432297083778
ALB,13,0.10062893081761012,6.201355031255682,5.643733147510322,57.14113686254082,1,3.405786113149777,12.392176521788445,22.049723887804834,2.998432297083778
ALB,6,0.11320754716981139,3.3185379106150457,3.245598919404204,57.14113686254082,1,2.088361777670347,8.577418985040445,16.673838653967515,2.998432297083778
ALB,22,0.1572327044025157,3.8212604537203787,4.1104862560151885,57.14113686254082,1,2.89250780161389,9.129239693541834,15.608264068701763,2.998432297083778
