parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,2.5%,25.0%,50.0%,75.0%,97.5%,distribution
η_ka[8],-0.8842901225621781,0.8080905952248164,0.021585434986496604,1475.4025224979991,1252.282231275197,1.0026440811217574,0.014082526158605542,-2.370374040898889,-1.4312810063260475,-0.9405560361276779,-0.4006589018627299,0.9346660362034598,posterior
η_ka[9],0.8092528549289989,0.8181248381460131,0.0189262498187022,1932.4105862249446,1198.1725160484639,1.001880105317278,0.018444608989555227,-0.7933169111087219,0.2536959251931625,0.8024879157735241,1.322257349372114,2.436419323674726,posterior
η_ka[10],0.21725955988321938,0.8017212585776133,0.01732531357397635,2212.6866579470725,1297.601115528733,1.003236831180735,0.021119807826124534,-1.2829441615769657,-0.3133574182666111,0.17701640995059897,0.7380485146101761,1.8466573756088038,posterior
σ,0.5472489404522608,0.4767509893219671,0.010670421654403678,1958.176879081055,2082.1697234896105,1.000702828944388,62.84264695382076,0.016022190202915877,0.17105782836910305,0.40604251431755767,0.7971783372381318,1.7648621262185344,prior
w[1],0.03088561522102649,0.5967045168009548,0.013775710948227984,1887.1280838253642,1784.3813239301712,0.9992753027128684,60.56251873637241,-1.1286315956036876,-0.36464291149460515,0.02474238194232991,0.4270455170529417,1.2039102011416982,prior
w[2],-0.007685157466895856,0.6001849322106464,0.013238275824032766,2056.109862803944,1894.2152421976184,1.0009029232766644,65.98555400526136,-1.166820073954841,-0.4191431756559846,-0.0074495596860302835,0.4059688235386806,1.1536387486112287,prior
w[3],-0.007679256621225407,0.6132365767251889,0.014373387251030552,1818.402484872831,1741.4857448866978,1.0003088357052246,58.356947524802024,-1.1812559237400464,-0.4440624778722993,0.0008654190144477066,0.4117580743440369,1.2099136405980113,prior
w[4],0.011542040958207999,0.601416425595549,0.013871569900473252,1872.0808515383005,1963.7406216688385,1.0012521093618012,60.07961654487485,-1.1716372390530136,-0.38512782690963826,0.016421812393009837,0.4251551293295511,1.1596835056776134,prior
w[5],-0.0006742960106807944,0.585759549730051,0.01316934935073097,1982.2455037718698,1934.6309217716864,1.0001696430996247,63.615067515143444,-1.1360918046061124,-0.38623617925398585,-0.003039824099679297,0.38227869970933,1.161023374613168,prior
w[6],-0.02314451443115559,0.5962151758833203,0.014543456237602738,1683.491840392461,2053.7243712056293,1.0016096749077066,54.027337624918516,-1.1567253751383224,-0.41423400643818375,-0.04058492992965286,0.3600929186921142,1.1421212726190557,prior
w[7],-0.012146568308670147,0.6078640140928089,0.014081736450395862,1848.0719289940878,1764.0603882350224,1.0014307362630954,59.30911197028523,-1.1660495464654188,-0.42487758344465965,-0.01844428179459877,0.3898344431004867,1.1905985758217648,prior
w[8],0.012196804906038104,0.61217926164587,0.01352760691433084,2043.6308329599253,2056.7230156394044,1.0015835331107792,65.58507166110158,-1.225802984988178,-0.40353496803560107,0.014667593320350215,0.43553702084247986,1.160725601887313,prior
w[9],-0.006493881063975273,0.5844286583056032,0.013498284763506865,1876.4208849402291,1882.712922777331,0.9999845288818122,60.21889874647719,-1.1576119567188943,-0.38910439783475576,-0.011949272763355244,0.3952096361175583,1.1353932074261877,prior
w[10],-0.014094397969975797,0.6128559273263076,0.013188687829680915,2156.5487988110267,1873.9654874741316,0.9995289780977866,69.20888314541163,-1.1881590861813267,-0.4337657627454677,-0.0062831717645343375,0.39690801641926987,1.20941494320756,prior
w[11],-0.0012570707494078813,0.6021539820765974,0.01305762647732215,2139.260310291175,1856.3991756311668,1.0016261624361282,68.65405360369624,-1.2239694419636329,-0.4173205318568588,-0.011065111285792073,0.41568659396819335,1.2122655744113786,prior
w[12],-0.00038057124524231155,0.6023622902986145,0.013289215818708015,2057.8871961495165,1652.5885441477644,1.0011125493126427,66.04259294446459,-1.1908839472116328,-0.41388626026379227,0.01948153868337989,0.3998494731991093,1.1658260792636557,prior
w[13],-0.0031687946280632654,0.6169747276661234,0.014179468691907967,1892.3140985348682,1883.061585632015,1.0003914262059308,60.728950530644035,-1.2032823843527098,-0.40960180763756504,0.004249600579034807,0.4072396491930485,1.1868864013220637,prior
w[14],-0.024141555633234432,0.6040748946492128,0.013513369208832367,1996.1440631881733,2063.1647667729358,1.0022270976449303,64.06110600732264,-1.2054857450561842,-0.4372420463308862,-0.02060351467950066,0.3738943810113596,1.1767617939524218,prior
w[15],0.010019190829886046,0.6120996832927716,0.013855462685235829,1953.0349406921898,1876.0935141706102,1.0004826308277606,62.67762967561585,-1.2269534402870454,-0.3989148166341366,-0.0005686313408082727,0.4216474917638431,1.207756128241455,prior
w[16],0.0002477104630299545,0.5883993479018277,0.013000079736393857,2037.873715215801,1809.381362302528,0.9998129724003366,65.40031178484598,-1.1345360140591874,-0.4130498324703594,-0.006102038305417077,0.38973650986158503,1.1620521416614078,prior
w[17],-0.01210138281399341,0.602314288518721,0.013680430972816805,1941.1023050918914,1956.3404640830186,0.9995624708055838,62.29468244839189,-1.1955754328283588,-0.4278904915474142,-0.01786733038417106,0.42173920403949616,1.1245062815035807,prior
w[18],0.03445777150768806,0.5931568992652109,0.013608787223179883,1897.4547815796357,1817.678524493498,1.0036142841176237,60.89392752181116,-1.1877143706387754,-0.36501907144439666,0.041382208526903067,0.42475905083030646,1.1720694307626696,prior
w[19],-0.016125411592025827,0.61348056943893,0.013928828363656533,1935.5685967456,1926.5506771222872,1.0017405084236506,62.11709232174583,-1.2250640488363636,-0.43602762017062524,-0.012903465820404825,0.40327689197767297,1.1371871866539065,prior
